"scale","ethical_principle","diff"
"scale = 1","reward
 resource",0.024782093
"scale = 1","reward labor
 and land",-0.29087127
"scale = 1","reward labor
 and resource",-0.0278714204
"scale = 1","reward land
 and resource",0.056788568
"scale = 1","reward
 all three",0.2149720106
"scale = 1","selfishness",-0.00755512
"scale = 1","generosity",0.033970116
"scale = 1","tradition
 compliance",0.0376631059
"scale = 1","reward
 labor",-0.416000015
"scale = 1","reward
 land",0.1414359669
"scale = 1","reward
 resource",-0.291411586
"scale = 1","reward labor
 and land",0.364212677
"scale = 1","reward labor
 and resource",0.08947981
"scale = 1","reward land
 and resource",0.01234953
"scale = 1","reward
 all three",0.035855511
"scale = 1","selfishness",0.043585388
"scale = 1","generosity",-0.00285258000000002
"scale = 1","tradition
 compliance",-0.01503624
"scale = 1","reward
 labor",0.2341120718
"scale = 1","reward
 land",-0.155134454
"scale = 1","reward
 resource",0.084759309
"scale = 1","reward labor
 and land",-0.158512941
"scale = 1","reward labor
 and resource",-0.009057342
"scale = 1","reward land
 and resource",0.00121553000000001
"scale = 1","reward
 all three",-0.023078749
"scale = 1","selfishness",0.017185714
"scale = 1","generosity",-0.276229821
"scale = 1","tradition
 compliance",-0.076733982
"scale = 1","reward
 labor",-0.232788986
"scale = 1","reward
 land",-0.021311197
"scale = 1","reward
 resource",0.29046555
"scale = 1","reward labor
 and land",-0.109696118
"scale = 1","reward labor
 and resource",0.143472523
"scale = 1","reward land
 and resource",0.081236058
"scale = 1","reward
 all three",0.1844002614
"scale = 1","selfishness",0.09834131
"scale = 1","generosity",-0.030111435
"scale = 1","tradition
 compliance",0.261199007
"scale = 1","reward
 labor",-0.482307181
"scale = 1","reward
 land",-0.032710723
"scale = 1","reward
 resource",0.091724972
"scale = 1","reward labor
 and land",0.018846606
"scale = 1","reward labor
 and resource",-0.016771228
"scale = 1","reward land
 and resource",-0.05571147
"scale = 1","reward
 all three",0.1475001354
"scale = 1","selfishness",0.0895609481
"scale = 1","generosity",-0.003077235
"scale = 1","tradition
 compliance",0.2548061399
"scale = 1","reward
 labor",-0.554676892
"scale = 1","reward
 land",0.03490384
"scale = 1","reward
 resource",-0.022221393
"scale = 1","reward labor
 and land",-0.016080987
"scale = 1","reward labor
 and resource",-0.0260625494
"scale = 1","reward land
 and resource",0.0829588
"scale = 1","reward
 all three",0.1598893313
"scale = 1","selfishness",-0.009748588
"scale = 1","generosity",0.152394868
"scale = 1","tradition
 compliance",0.2891110524
"scale = 1","reward
 labor",-0.1001570944
"scale = 1","reward
 land",0.067420646
"scale = 1","reward
 resource",-0.100324444
"scale = 1","reward labor
 and land",-0.00224029000000001
"scale = 1","reward labor
 and resource",-0.1447077039
"scale = 1","reward land
 and resource",-0.234384305
"scale = 1","reward
 all three",0.082635854
"scale = 1","selfishness",0.030452665
"scale = 1","generosity",-0.042266283
"scale = 1","tradition
 compliance",-0.488353489
"scale = 1","reward
 labor",0.418321123
"scale = 1","reward
 land",-0.054346077
"scale = 1","reward
 resource",0.126484725
"scale = 1","reward labor
 and land",-0.037355104
"scale = 1","reward labor
 and resource",0.141723627
"scale = 1","reward land
 and resource",0.0228108076
"scale = 1","reward
 all three",-0.117471998
"scale = 1","selfishness",0.1143158728
"scale = 1","generosity",0.3921501003
"scale = 1","tradition
 compliance",0.2090848451
"scale = 1","reward
 labor",0.0429248368
"scale = 1","reward
 land",-0.063902613
"scale = 1","reward
 resource",0.011022809
"scale = 1","reward labor
 and land",-0.142328057
"scale = 1","reward labor
 and resource",-0.0440177775
"scale = 1","reward land
 and resource",-0.563603047
"scale = 1","reward
 all three",0.044353032
"scale = 1","selfishness",0.449235696
"scale = 1","generosity",-0.2116283577
"scale = 1","tradition
 compliance",-0.439294661
"scale = 1","reward
 labor",0.019696709
"scale = 1","reward
 land",0.1453980998
"scale = 1","reward
 resource",0.049004117
"scale = 1","reward labor
 and land",0.0046757649
"scale = 1","reward labor
 and resource",-0.092811527
"scale = 1","reward land
 and resource",0.032799872
"scale = 1","reward
 all three",0.042924282
"scale = 1","selfishness",-0.002626804
"scale = 1","generosity",0.160450088
"scale = 1","tradition
 compliance",0.3586149044
"scale = 1","reward
 labor",-0.090063056
"scale = 1","reward
 land",-0.065865693
"scale = 1","reward
 resource",-0.045176345
"scale = 1","reward labor
 and land",0.105957236
"scale = 1","reward labor
 and resource",0.0332022891
"scale = 1","reward land
 and resource",-0.462010847
"scale = 1","reward
 all three",0.007518227
"scale = 1","selfishness",-0.042781897
"scale = 1","generosity",0.094161146
"scale = 1","tradition
 compliance",-0.128115035
"scale = 1","reward
 labor",0.040461567
"scale = 1","reward
 land",0.070141669
"scale = 1","reward
 resource",-0.230653235
"scale = 1","reward labor
 and land",-0.0277320065
"scale = 1","reward labor
 and resource",-0.10842674
"scale = 1","reward land
 and resource",0.1015563514
"scale = 1","reward
 all three",0.231388175
"scale = 1","selfishness",-0.0612298226
"scale = 1","generosity",0.0273169383
"scale = 1","tradition
 compliance",0.150440476
"scale = 1","reward
 labor",0.6798042588
"scale = 1","reward
 land",-0.005359553
"scale = 1","reward
 resource",-0.001168853
"scale = 1","reward labor
 and land",0.0090199064
"scale = 1","reward labor
 and resource",-0.20453339
"scale = 1","reward land
 and resource",-0.613746656
"scale = 1","reward
 all three",0.0194566941
"scale = 1","selfishness",0.752640068
"scale = 1","generosity",-0.018619607
"scale = 1","tradition
 compliance",-0.013687496
"scale = 1","reward
 labor",-0.0414425949
"scale = 1","reward
 land",0.027791908
"scale = 1","reward
 resource",0.018882439
"scale = 1","reward labor
 and land",0.013245614
"scale = 1","reward labor
 and resource",-0.007029412
"scale = 1","reward land
 and resource",0.048555767
"scale = 1","reward
 all three",-0.780336692
"scale = 1","selfishness",-0.0439180149
"scale = 1","generosity",0.237443531
"scale = 1","tradition
 compliance",-0.296454906
"scale = 1","reward
 labor",0.04653106
"scale = 1","reward
 land",-0.199781888
"scale = 1","reward
 resource",-0.099815485
"scale = 1","reward labor
 and land",0.1018789757
"scale = 1","reward labor
 and resource",0.017627537
"scale = 1","reward land
 and resource",0.117899702
"scale = 1","reward
 all three",0.1185895004
"scale = 1","selfishness",0.508132446
"scale = 1","generosity",-0.294588251
"scale = 1","tradition
 compliance",0.1157423585
"scale = 1","reward
 labor",-0.001318445
"scale = 1","reward
 land",0.011746542
"scale = 1","reward
 resource",0.021374202
"scale = 1","reward labor
 and land",-0.260885205
"scale = 1","reward labor
 and resource",0.059357782
"scale = 1","reward land
 and resource",0.020969735
"scale = 1","reward
 all three",-0.180531166
"scale = 1","selfishness",-0.004658891
"scale = 1","generosity",-0.0754975372
"scale = 1","tradition
 compliance",0.2892733479
"scale = 1","reward
 labor",-0.144455441
"scale = 1","reward
 land",0.043451075
"scale = 1","reward
 resource",0.316383133
"scale = 1","reward labor
 and land",-0.02545818
"scale = 1","reward labor
 and resource",-0.239642875
"scale = 1","reward land
 and resource",0.026096046
"scale = 1","reward
 all three",-0.185490683
"scale = 1","selfishness",0.188288604
"scale = 1","generosity",0.039437841
"scale = 1","tradition
 compliance",-0.094253715
"scale = 1","reward
 labor",0.214299926
"scale = 1","reward
 land",-0.06230394
"scale = 1","reward
 resource",0.011992545
"scale = 1","reward labor
 and land",-0.133395258
"scale = 1","reward labor
 and resource",0.061669391
"scale = 1","reward land
 and resource",-0.201129102
"scale = 1","reward
 all three",-0.024606294
"scale = 1","selfishness",0.169639743
"scale = 1","generosity",0.066956918
"scale = 1","tradition
 compliance",-0.13862472
"scale = 1","reward
 labor",0.024018553
"scale = 1","reward
 land",0.131647781
"scale = 1","reward
 resource",0.006183061
"scale = 1","reward labor
 and land",-0.184404441
"scale = 1","reward labor
 and resource",0.0501285926
"scale = 1","reward land
 and resource",-0.000113034000000012
"scale = 1","reward
 all three",-0.125432449
"scale = 1","selfishness",0.267997586
"scale = 1","generosity",0.036174247
"scale = 1","tradition
 compliance",-0.0714576
"scale = 1","reward
 labor",0.076686375
"scale = 1","reward
 land",0.139349168
"scale = 1","reward
 resource",0.0128593366
"scale = 1","reward labor
 and land",-0.233304814
"scale = 1","reward labor
 and resource",0.048198384
"scale = 1","reward land
 and resource",-0.109992541
"scale = 1","reward
 all three",-0.1665101291
"scale = 1","selfishness",0.002524052
"scale = 1","generosity",0.13370621
"scale = 1","tradition
 compliance",0.0125404817
"scale = 1","reward
 labor",0.079353333
"scale = 1","reward
 land",0.2510318477
"scale = 1","reward
 resource",0.052601633
"scale = 1","reward labor
 and land",0.043106628
"scale = 1","reward labor
 and resource",0.256912479
"scale = 1","reward land
 and resource",0.015446534
"scale = 1","reward
 all three",-0.847223198
"scale = 1","selfishness",-0.016476184
"scale = 1","generosity",0.005904269
"scale = 1","tradition
 compliance",0.0419868288
"scale = 1","reward
 labor",0.363899381
"scale = 1","reward
 land",0.060566888
"scale = 1","reward
 resource",-0.0485895164
"scale = 1","reward labor
 and land",0.184254652
"scale = 1","reward labor
 and resource",-0.028931579
"scale = 1","reward land
 and resource",-0.005510495
"scale = 1","reward
 all three",-0.55710424
"scale = 1","selfishness",0.2191717
"scale = 1","generosity",-0.066468774
"scale = 1","tradition
 compliance",0.05870601
"scale = 1","reward
 labor",0.008019267
"scale = 1","reward
 land",0.012682769
"scale = 1","reward
 resource",0.061301274
"scale = 1","reward labor
 and land",-0.4176537879
"scale = 1","reward labor
 and resource",-0.040513312
"scale = 1","reward land
 and resource",0.199683899
"scale = 1","reward
 all three",-0.034929039
"scale = 1","selfishness",-0.153111922
"scale = 1","generosity",0.057830453
"scale = 1","tradition
 compliance",-0.011180801
"scale = 1","reward
 labor",-0.026615759
"scale = 1","reward
 land",-0.0272475
"scale = 1","reward
 resource",-0.128346152
"scale = 1","reward labor
 and land",0.300237443
"scale = 1","reward labor
 and resource",0.02817121
"scale = 1","reward land
 and resource",-0.096992789
"scale = 1","reward
 all three",0.057255807
"scale = 1","selfishness",-0.0654883717
"scale = 1","generosity",-0.136517214
"scale = 1","tradition
 compliance",0.24206163
"scale = 1","reward
 labor",-0.062140521
"scale = 1","reward
 land",-0.010072369
"scale = 1","reward
 resource",0.156873434
"scale = 1","reward labor
 and land",-0.139158917
"scale = 1","reward labor
 and resource",0.012634718
"scale = 1","reward land
 and resource",0.008034498
"scale = 1","reward
 all three",-0.0062268931
"scale = 1","selfishness",-0.143970152
"scale = 1","generosity",0.0998725142
"scale = 1","tradition
 compliance",0.039260334
"scale = 1","reward
 labor",0.0747245463
"scale = 1","reward
 land",0.10283246
"scale = 1","reward
 resource",-0.11918541
"scale = 1","reward labor
 and land",0.027935893
"scale = 1","reward labor
 and resource",0.0292514029
"scale = 1","reward land
 and resource",-0.326322103
"scale = 1","reward
 all three",0.215600505
"scale = 1","selfishness",0.001708865
"scale = 1","generosity",-0.03636725
"scale = 1","tradition
 compliance",0.006209226
"scale = 1","reward
 labor",0.412730007
"scale = 1","reward
 land",0.004468996
"scale = 1","reward
 resource",0.0641245944
"scale = 1","reward labor
 and land",-0.42911736
"scale = 1","reward labor
 and resource",0.01688682
"scale = 1","reward land
 and resource",0.074239
"scale = 1","reward
 all three",-0.114882901
"scale = 1","selfishness",-0.112152645
"scale = 1","generosity",0.43713858
"scale = 1","tradition
 compliance",-0.002981418
"scale = 1","reward
 labor",-0.05057967
"scale = 1","reward
 land",-0.008327433
"scale = 1","reward
 resource",-0.417170245
"scale = 1","reward labor
 and land",0.0356095308
"scale = 1","reward labor
 and resource",0.00733211
"scale = 1","reward land
 and resource",-0.07740085
"scale = 1","reward
 all three",0.188532053
"scale = 1","selfishness",0.089405695
"scale = 1","generosity",-0.0574845544
"scale = 1","tradition
 compliance",0.046451624
"scale = 1","reward
 labor",0.114969555
"scale = 1","reward
 land",0.053543093
"scale = 1","reward
 resource",0.0947749635
"scale = 1","reward labor
 and land",-0.152431284
"scale = 1","reward labor
 and resource",-0.25548731
"scale = 1","reward land
 and resource",0.152078022
"scale = 1","reward
 all three",-0.085819795
"scale = 1","selfishness",-0.047124902
"scale = 1","generosity",0.617081939
"scale = 1","tradition
 compliance",-0.009994572
"scale = 1","reward
 labor",-0.001335268
"scale = 1","reward
 land",-0.00969679800000001
"scale = 1","reward
 resource",-0.622981187
"scale = 1","reward labor
 and land",0.0632922528
"scale = 1","reward labor
 and resource",0.0150835629
"scale = 1","reward land
 and resource",-0.057954542
"scale = 1","reward
 all three",0.053629512
"scale = 1","selfishness",-0.041987178
"scale = 1","generosity",-0.1465017188
"scale = 1","tradition
 compliance",0.043961656
